영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Aupaluk Airport,오팔룩 공항,YPJ,,북미,Canada,캐나다,Aupaluk
Aur Island Airport,아우르 섬 공항,AUL,,대양주,Marshall Islands,마셜제도,Aur Atoll
Aurangabad Chikkalthana Airport,티칼타나 공항,IXU,VAAU,아시아,India,인도,Aurangabad
Aurillac Airport,오리락 공항,AUR,LFLW,유럽,France,프랑스,Aurillac
Aurukun Mission Airport,아우루쿤 공항,AUU,YAUR,대양주,Australia,오스트레일리아,Aurukun
Austin-Bergstrom International Airport,오스틴 벅스트롬 국제공항,AUS,KAUS,북미,United States of America,미국,Austin
Melbourne Avalon Airport,아발론 공항,AVV,YMAV,대양주,Australia,오스트레일리아,Avalon
Avignon Caumont Airport,아비뇽 코움 공항,AVN,LFMV,유럽,France,프랑스,Avignon
Wilkes-Barre/Scranton International Airport,윌크스배러 스크랜튼 국제공항,AVP,KAVP,북미,United States of America,미국,Avoca
Awasa Airport,아와싸 공항,AWA,HALA,아프리카,Ethiopia,이디오피아,Awasa
Axum Airport,악썸 공항,AXU,HAAX,아프리카,Ethiopia,이디오피아,Axum
Ayacucho Alfredo Mendivil Duarte Airport,야나밀라 공항,AYP,SPHO,중남미,Peru,페루,Ayacucho
Aydin Cildir Airport,아이딘 공항,CII,LTBD,유럽,Turkey,터키,Aydin
Ayers Rock Connellan Airport,코넬런 공항,AYQ,YAYE,대양주,Australia,오스트레일리아,Ayers Rock
Bijie Feixiong Airport,바 공항,BFJ,ZUBJ,아시아,China,중국,Ba
Irarutu Babo Airport,바보 공항,BXB,WASO,아시아,Indonesia,인도네시아,Babo
Bacau George Enescu International Airport,바커우 국제공항,BCM,LRBC,유럽,Romania,루마니아,Bacau
Jinka Baco Airport,진카바코 공항,BCO,HABC,아프리카,Ethiopia,이디오피아,Baco
Bacolod-Silay International Airport,바콜로드 국내공항,BCD,RPVB,아시아,Philippines,필리핀,Bacolod
Badajoz Airport,바다호스 공항,BJZ,LEBZ,유럽,Spain,스페인,Badajoz
Alxa Right Banner Airport,Alxa Right Banner 공항,RHT,,아시아,China,중국,Badanjilin
Bafoussam Airport,바푸삼 공항,BFX,FKKU,아프리카,Cameroon,카메룬,Bafoussam
Belaya Gora Airport,벨라야 고라 공항,BGN,,유럽,Russian Federation,러시아,Bagabag
Bagdogra Airport,바그도그라 공항,IXB,VEBD,아시아,India,인도,Bagdogra / Siliguri
Bage Airport,코만단테 구스타보 크라이머 공항,BGX,SBBG,중남미,Brazil,브라질,Bage
Baghdad International Airport,바그다드 국제공항 ,BGW,ORBI,중동,Iraq,이라크,Baghdad
Baglung Balewa Airport,바그렁 공항,BGL,VNBL,아시아,Nepal,네팔,Baglung
Saguenay-Bagotville Airport,바곳빌 공항,YBG,CYBG,북미,Canada,캐나다,Bagotville
Bagram Air Field,바그람 에어베이스,OAI,OAIX,중동,Afghanistan,아프카니스탄,Bagram
Baguio Loakan Airport,로아칸 공항,BAG,RPUB,아시아,Philippines,필리핀,Baguio
Bahir Dar Dejazmach Belay Zeleke Airport,바하다르 공항,BJR,HABD,아프리카,Ethiopia,이디오피아,Bahar Dar
Bahawalpur Airport,바하왈퍼 공항,BHV,OPBW,아시아,Pakistan,파키스탄,Bahawalpur
Bahia Blanca Comandante Airport,코망단트 에스포라 공항,BHI,SAZB,중남미,Argentina,아르헨티나,Bahia Blanca
Bahia Pinas Airport,바이아 피나스 공항,BFQ,,중남미,Panama,파나마,Bahia Pina
Bahia Solano Airport,호세 셀레스티노 무치스 공항,BSC,SKBS,중남미,Colombia,콜롬비아,Bahia Solano
Bahrain International Airport,바레인 국제공항,BAH,OBBI,중동,Bahrain,바레인,Bahrain
Baia Mare Airport,바이아마레 공항,BAY,LRBM,유럽,Romania,루마니아,Baia Mare
Baicheng Chang'an Airport,백성 장안 공항,DBC,,아시아,China,중국,Baicheng
Baidoa Airport,바이도아 공항,BIB,,아프리카,Somalia,소말리아,Baidoa
Baie Comeau Airport,바코모 공항,YBC,CYBC,북미,Canada,캐나다,Baie Comeau
Baise Bama Airport,바이스 바마 공항,AEB,ZGBS,아시아,China,중국,Baise
Bajawa Airport,바자와 공항,BJW,WATB,아시아,Indonesia,인도네시아,Bajawa
Bajura Airport,바주라 공항,BJU,VNBR,아시아,Nepal,네팔,Bajura
Bakalalan Airport,바카라란 공항,BKM,,아시아,Malaysia,말레이시아,Bakelalan
Baker Lake Airport,베이커 레이크 공항,YBK,CYBK,북미,Canada,캐나다,Baker Lake
Bakersfield Meadows Field Airport,미도우즈 필드 공항,BFL,KBFL,북미,United States of America,미국,Bakersfield
Baku Heydar Aliyev International Airport,헤이다 알리예프 국제공항,GYD,UBBB,유럽,Azerbaijan,아제르바이잔,Baku
Balaton Sarmellek Airport,사멀렉 공항 ,SOB,LHSM,유럽,Hungary,헝가리,Balaton
Tiree Airport,타이리 공항,TRE,EGPU,유럽,United Kingdom,영국,Balemartine
Dr Juan C Angara,발러 공항,BQA,,아시아,Philippines,필리핀,Baler
Balikesir Merkez Airport,발리케시르 공항,BZI,LTBF,유럽,Turkey,터키,Balikesir
Edremit Korfez Airport,에드레밋 코르페즈 공항,EDO,LTFD,유럽,Turkey,터키,Balikesir
Moma Airport,모모 공항,MQJ,UEMA,유럽,Russian Federation,러시아,Balikesir
Balikpapan Sultan Aji Muhamad Sulaiman Airport,세펭간 국제공항,BPN,WALL,아시아,Indonesia,인도네시아,Balikpapan
Balimo Airport,발리모 공항,OPU,,대양주,Papua New Guinea,파푸아뉴기니,Balimo
Balkanabat Airport,발칸나바트 공항,BKN,,아시아,Turkmenistan,투르크메니스탄,Balkanabat
Balkhash Airport,발하슈 공항,BXH,UAAH,아시아,Kazakhstan,카자흐스탄,Balkhash
Ballarat Airport,밸러렛 공항,,YBLT,대양주,Australia,오스트레일리아,Ballarat
Ballina Byron Airport,밸리나 바이런 게이트웨이 공항,BNK,YBNA,대양주,Australia,오스트레일리아,Ballina
Balmaceda Teniente Vidal Airport,발마세다 공항,BBA,SCBA,중남미,Chile,칠레,Balmaceda
Balti International Airport,발티국제공항,BZY,LUBL,유럽,Moldova,몰도바,Balti
Baltimore/Washington International Airport,볼티모어 워싱턴 국제공항,BWI,KBWI,북미,United States of America,미국,Baltimore
Baltimore Martin State Airport,마틴 스테이트 공항,MTN,KMTN,북미,United States of America,미국,Baltimore
Balurghat Airport,발루갓 공항,RGH,VEBG,아시아,India,인도,Balurghat
Bam Airport,밤 공항,BXR,OIKM,중동,Iran,이란,Bam
Northern Peninsula Airport,북부 반도 공항,ABM,YNPE,대양주,Australia,오스트레일리아,Bamaga
Bamako Modibo Ke ita International Airport,세노우 공항,BKO,GABS,아프리카,Mali,말리,Bamako
Bamenda Airport,바멘다 공항,BPC,FKKV,아프리카,Cameroon,카메룬,Bamenda
Bamyan Airport,바미얀 공항,BIN,OABN,중동,Afghanistan,아프카니스탄,Bamyan
Houeisay Airport,반 핫 사이 공항,HOE,VLHS,아시아,Laos,라오스,Ban Hat Tai
Buon Ma Thuot Airport,풍덕 공항,BMV,VVBM,아시아,Vietnam,베트남,Ban Me Thuot
Banda Aceh International Airport,발랑 빈탕 공항,BTJ,WITT,아시아,Indonesia,인도네시아,Banda Aceh
Bandar Abbas Airport,반다르압바스 국제공항,BND,OIKB,중동,Iran,이란,Bandar Abbass
Bandar Lampung Radin Inten II Airport,라딘 인텐 II 공항  ,TKG,WICT,아시아,Indonesia,인도네시아,Bandar Lampung
Bandar Lengeh Airport,반다랭게 공항,BDH,OIBL,중동,Iran,이란,Bandar Lengeh
Bandar Seri Begawan Brunei International Airport,브루나이 국제공항,BWN,WBSB,아시아,Brunei,브루나이,Bandar Seri Begawan
Bandung Husein Sastranegara Airport,후세인 사스트라네가라 공항,BDO,WICC,아시아,Indonesia,인도네시아,Bandung
Bangalore Kempegowda International Airport,벵갈루루 국제공항,BLR,VOBL,아시아,India,인도,Bangalore
HAL Bangalore International Airport,할 방갈로르 국제공항,,VOBG,아시아,India,인도,Bangalore
Bangkok Suvarnabhumi International Airport,수완나푸미 국제공항 ,BKK,VTBS,아시아,Thailand,태국,Bangkok
Bangkok Don Mueang International Airport,방콕 국제공항  ,DMK,VTBD,아시아,Thailand,태국,Bangkok
Bangor International Airport,뱅거 국제공항,BGR,KBGR,북미,United States of America,미국,Bangor
Bangui Airport,방기 음포코 국제공항,BGF,FEFF,아프리카,Central African Republic,중앙아프리카공화국,Bangui
Banja Luka International Airport,바냐루카 국제공항,BNX,LQBK,유럽,Bosnia and Herzegovina,보스니아 헤르체고비나,Banja Luka
Banjarmasin Syamsudin Noor Airport,시암수딘 누어 공항,BDJ,WAOO,아시아,Indonesia,인도네시아,Banjarmasin
Banjul Yundum International Airport,반줄 국제공항,BJL,GBYD,아프리카,Gambia,감비아,Banjul
Sydney Bankstown Airport,뱅크스타운 공항,BWU,YSBK,대양주,Australia,오스트레일리아,Bankstown
Bhamo Airport,바모 공항,BMO,VYBM,아시아,Myanmar,버마,Banmaw
Bannu Airport,바누 공항,,OPBN,아시아,Pakistan,파키스탄,Bannu
Banyuwangi Blimbingsari Airport,반유방기 공항,BWX,WARB,아시아,Indonesia,인도네시아,Banyuwangi
Baoshan Yunduan Airport,바오산  공항,BSD,ZPBS,아시아,China,중국,Baoshan
Baotou Donghe Airport,바오터우  공항,BAV,ZBOW,아시아,China,중국,Baotou
Hancock County-Bar Harbor Airport,바하버 카운티 바하버 공항,BHB,KBHB,북미,United States of America,미국,Bar Harbor
Baracoa Airport,구스타보 리조 공항,BCA,,중남미,Cuba,쿠바,Baracoa
Barahona Airport,마리아 몬테드 국제공항,BRX,MDBH,중남미,Dominican Republic,도미니카공화국,Barahona
Bridgetown Grantley Adams International Airport,그랜틀리 아담스 국제공항,BGI,TBPB,중남미,Barbados,바베이도스,Barbados
Barcaldine Airport,바르칼딘 공항,BCI,YBAR,대양주,Australia,오스트레일리아,Barcaldine
Barcelona-El Prat Josep Tarradellas Airport,바르셀로나 국제공항,BCN,LEBL,유럽,Spain,스페인,Barcelona
Barcelona Gen J A Anzoategui Airport,제너널 호세 안토니오 안조아테귀 공항,BLA,SVBC,중남미,Venezuela,베네수엘라,Barcelona
Barcelos Airport,바르셀로나 공항,BAZ,SWBC,중남미,Brazil,브라질,Barcelos
Bardufoss Airport,바두포스 공항,BDU,ENDU,유럽,Norway,노르웨이,Bardufoss
Bareilly Airport,바릴리 공항,BEK,VIBY,아시아,India,인도,Bareilly
Bari Palese Airport,바리 카롤 워틸랴 국제공항 ,BRI,LIBD,유럽,Italy,이탈리아,Bari
Barinas Airport,바리나스 공항,BNS,SVBI,중남미,Venezuela,베네수엘라,Barinas
Bario Airport,바리오 사라왁 공항,BBN,,아시아,Malaysia,말레이시아,Bario
Barisal Airport,바리살 공항,BZL,VGBR,아시아,Bangladesh,방글라데시,Barisal
Barnaul Airport,바르나울 공항,BAX,UNBB,유럽,Russian Federation,러시아,Barnaul
Barquisimeto Airport,바르케시마토 공항,BRM,SVBM,중남미,Venezuela,베네수엘라,Barquisimento
Barra Airport,노스 베이 공항,BRR,EGPR,유럽,United Kingdom,영국,Barra
Barra do Garcas Airport,바라도가르카스 공항,BPG,SBBW,중남미,Brazil,브라질,Barra Do Garcas
Barrancabemeja Yariguies Airport,배리구이즈 공항,EJA,SKEJ,중남미,Colombia,콜롬비아,Barrancabermeja
Barranquilla Ernesto Cortissoz Airport,에르네스토 코르티쇼즈 공항,BAQ,SKBQ,중남미,Colombia,콜롬비아,Barranquilla
Barreiras Airport,바레이라스 공항,BRA,SNBR,중남미,Brazil,브라질,Barreiras
Barretos Airport,섀파이 암사이 공항,BAT,SNBA,중남미,Brazil,브라질,Barretos
Lake Simcoe Regional Airport,레이크 심코 리저널,YLK,CYLS,북미,Canada,캐나다,Barrie-Orillia
Barrow Wiley Post/Will Rogers Memorial Airport,윌 로저스 미모리얼 공항 ,BRW,PABR,북미,United States of America,미국,Barrow
Basankusu Airport,바산쿠수 공항,BSU,FZEN,아프리카,Democratic Republic of the Congo,콩고 민주공화국,Basankusu
Basco Airport,바스코 공항,BSO,,아시아,Philippines,필리핀,Basco
EuroAirport Basel/Mulhouse/Freiburg Swiss,유로공항,BSL,LFSB,유럽,Switzerland,스위스,Basel
Basrah International Airport,바스라 국제공항,BSR,ORMM,중동,Iraq,이라크,Basra
Bastia Poretta Airport,포레타 공항,BIA,LFKB,유럽,France,프랑스,Bastia
Bata International Airport,바타 공항,BSG,FGBT,아프리카,Equatorial Guinea,적도 기니,Bata
Batagay Airport,바타가이 공항,BQJ,UEBB,유럽,Russian Federation,러시아,Batagay
Sakkyryr Airport,삭키리 공항,SUK,,유럽,Russian Federation,러시아,Batagay-Alyta
Batam Hang Nadim Airport,행 다님 공항,BTH,WIDD,아시아,Indonesia,인도네시아,Batam
Bathurst Raglan Airport,레글런 공항,BHS,YBTH,대양주,Australia,오스트레일리아,Bathurst
Bathurst Regional Airport,배터스트 공항,ZBF,CZBF,북미,Canada,캐나다,Bathurst
Bathurst Island Airport,베더스트아일랜드 공항,BRT,YBTI,대양주,Australia,오스트레일리아,Bathurst Island
Batman Airport,바트만 공항,BAL,LTCJ,유럽,Turkey,터키,Batman
Batna Airport,바트나 공항,BLJ,DABT,아프리카,Algeria,알제리,Batna
Baton Rouge Metropolitan Airport,배턴루지 메트로폴리탄 공항,BTR,KBTR,북미,United States of America,미국,Baton Rouge
Batsfjord Airport,보트스피오르 공항,BJF,ENBS,유럽,Norway,노르웨이,Batsfjord
Batticaloa International Airport,바티칼로아 공항,BTC,VCCB,아시아,Sri Lanka,스리랑카,Batticaloa
Battle Creek Executive Airport,배틀 크릭 이그제큐티브 공항,BTL,KBTL,북미,United States of America,미국,Battle Creek
Batu Licin Bersujud Airport,바투리신 공항,BTW,WAOC,아시아,Indonesia,인도네시아,Batulicin
Batumi Airport,바투미 공항,BUS,UGSB,유럽,Georgia,조지아,Batumi
Batuna Airport,버투나 공항,BPF,,대양주,Solomon Islands,솔로몬제도,Batuna
Baubau Betoambari Airport,베토암바리 공항,BUW,WAWB,아시아,Indonesia,인도네시아,Bau Bau
Bauchi Airport,바우치 공항,BCU,DNBC,아프리카,Nigeria,나이지리아,Bauchi
Bauru State Airport,바우루-아레아르바 공항,JTC,,중남미,Brazil,브라질,Bauru
Bayamo Carlos Manuel de Cespedes Airport,카를로스 마뉴엘 데 세스페데스 공항,BYM,,중남미,Cuba,쿠바,Bayamo
Alxa Left Banner Airport,알샤 레프트배너 공항,AXF,,아시아,China,중국,Bayanhot
Bayankhongor Airport,바얀콩고르 공항,BYN,ZMBH,아시아,Mongolia,몽고,Bayankhongor
Bayannur Tianjitai Airport,바야누르 톈지타이 공항,RLK,ZBYZ,아시아,China,중국,Bayannur
Bazhong Enyang Airport,바중 엔양 공항,BZX,,아시아,China,중국,Bazhong 
Bearskin Lake Airport,베어스킨 레이크 공항,XBE,,북미,Canada,캐나다,Bearskin Lake
Beaufort County Airport,보퍼트 카운티 공항,BFT,KARW,북미,United States of America,미국,Beaufort
Jack Brooks Regional Airport,사우스이스트 텍사스 지역공항 ,BPT,KBPT,북미,United States of America,미국,Beaumont / Port Arthur
Beaver Airport,비버 공항,WBQ,,북미,United States of America,미국,Beaver
Bechar Leger Airport,레저 공항 ,CBH,DAOR,아프리카,Algeria,알제리,Bechar
Beckley Raleigh County Memorial Airport,베크리럴리 카운티 미모리얼 공항,BKW,KBKW,북미,United States of America,미국,Beckley
Hanscom Field,로렌스 G. 핸스콤 필드 공항,BED,KBED,북미,United States of America,미국,Bedford / Hanscom
Bedourie Airport,베두리 공항,BEU,YBIE,대양주,Australia,오스트레일리아,Bedourie
Bedwell Harbor Airport,베드웰 하버 공항,YBW,,북미,Canada,캐나다,Bedwell Harbour
Beef Island Terrance B Lettsome Airport,비프 아일랜드 공항,EIS,TUPJ,중남미,British Virgin Islands,영국령 버진아일랜드,Beef Island /Tortola
Beida Labraq Airport,라 브라크 공항,LAQ,HLLQ,아프리카,Libya,리비아,Beida
Matsu Beigan Airport,베이간 공항,MFK,RCMT,아시아,Taiwan,대만,Beigan 
Beihai Fucheng Airport,베이하이  공항,BHY,ZGBH,아시아,China,중국,Beihai
Beijing Nanyuan Airport,난유안 공항,NAY,ZBNY,아시아,China,중국,Beijing
Beijing Capital International Airport,베이징 캐피탈 공항,PEK,ZBAA,아시아,China,중국,Beijing
Beijing Daxing International Airport,베이징 다싱 국제공항,PKX,ZBAD,아시아,China,중국,Beijing 
Beira Airport,베이라 공항,BEW,FQBR,아프리카,Mozambique,모잠비크,Beira
Beirut Rafic Hariri International Airport,베이루트 국제공항  ,BEY,OLBA,중동,Lebanon,레바논,Beirut
Beja Airport,베자 에어베이스,BYJ,LPBJ,유럽,Portugal,포르투갈,Beja
Bejaia Airport,수우맘 공항,BJA,DAAE,아프리카,Algeria,알제리,Bejaia
Belem Val de Cans Airport,발 데 칸즈 공항,BEL,SBBE,중남미,Brazil,브라질,Belem
Belfast International Airport,벨파스트 국제공항,BFS,EGAA,유럽,United Kingdom,영국,Belfast
Belfast City George Best Airport,벨파스트 시티 공항,BHD,EGAC,유럽,United Kingdom,영국,Belfast
Belgaum Airport,삼브르 공항,IXG,VOBM,아시아,India,인도,Belgaum
Belgorod International Airport,벨고로드 공항,EGO,UUOB,유럽,Russian Federation,러시아,Belgorod
Belgrade Nikola Tesla Airport,벨그라드 국제공항,BEG,LYBE,유럽,Serbia,세르비아,Belgrade
Belize City Philip SW Goldson International Airport,필립 S.W. 골드선 국제공항  ,BZE,MZBZ,중남미,Belize,벨리즈,Belize
Belize City Municipal Airport,벨리즈 시립 공항,TZA,,중남미,Belize,벨리즈,Belize City
Bella Bella Airport,벨라벨라 공항,ZEL,,북미,Canada,캐나다,Bella Bella
Bella Coola Airport,벨라쿨라 공항,QBC,CYBD,북미,Canada,캐나다,Bella Coola
Ballari Airport,벨라리 공항,BEP,VOBI,아시아,India,인도,Bellary
St Louis MidAmerica Airport,미드어메리카 세이트 루인스 공항 / 스콧 공군기지,BLV,KBLV,북미,United States of America,미국,Belleville
Bellingham International Airport,벨링헴 국제공항,BLI,KBLI,북미,United States of America,미국,Bellingham
Bellona Airport,벨로나 아누아 공항,BNY,,대양주,Solomon Islands,솔로몬제도,Bellona / Anua
Belmopan Airport,벨모판 공항,BCV,,중남미,Belize,벨리즈,Belmopan
Belo Airport,벨로 쉬 치리비히나 공항,BMD,FMML,아프리카,Madagascar,마다가스카르,Belo
